posting_id,primary_role,city,seniority,salary_avg,has_salary,description_length,pull_date
5771289916,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
4156644469,Business Analyst,Bangalore,Unknown,225000.0,1,500,2026-07-04
5772432164,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5686947338,Business Analyst,Bangalore,Mid,1000000.0,1,500,2026-07-04
2686604253,Business Analyst,Bangalore,Unknown,1800000.0,1,500,2026-07-04
1171506557,Business Analyst,Bangalore,Unknown,700000.0,1,500,2026-07-04
5529312292,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5776688655,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5719753909,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5719118680,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
2325241321,Business Analyst,Bangalore,Unknown,700000.0,1,500,2026-07-04
5682616617,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
2959776708,Business Analyst,Bangalore,Unknown,1250000.0,1,500,2026-07-04
4514375999,Business Analyst,Bangalore,Mid,2500000.0,1,500,2026-07-04
4514376112,Business Analyst,Bangalore,Senior,1550000.0,1,500,2026-07-04
4172911754,Business Analyst,Bangalore,Unknown,550000.0,1,500,2026-07-04
3035278763,Business Analyst,Bangalore,Unknown,1900000.0,1,500,2026-07-04
2572832386,Business Analyst,Bangalore,Unknown,2500000.0,1,500,2026-07-04
1240707911,Business Analyst,Bangalore,Unknown,2500000.0,1,500,2026-07-04
5594469547,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
4386563715,Business Analyst,Bangalore,Unknown,2250000.0,1,500,2026-07-04
5329698212,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5329698861,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5723702866,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5737105848,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5739067082,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5741768425,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5329695412,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5759291762,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5759289106,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5729733840,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5757272709,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5765742412,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5774156519,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5769486404,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5783570268,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5251183350,Business Analyst,Bangalore,Mid,,0,500,2026-07-04
5726293485,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
4801553209,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5714258922,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5775386781,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5643300962,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5735987206,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
4113553898,Business Analyst,Bangalore,Mid,,0,500,2026-07-04
5548878818,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5760748145,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5518689786,Business Analyst,Bangalore,Unknown,700000.0,1,500,2026-07-04
5728269508,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5765087515,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5777053478,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5752767498,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5784961053,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5713886430,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5771397706,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5759748313,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5704062099,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5782689162,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5769723176,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
2353624610,Business Analyst,Bangalore,Unknown,1350000.0,1,500,2026-07-04
5756753946,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5654096709,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5771397719,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5774396737,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5779644603,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
4819767789,Business Analyst,Bangalore,Unknown,1850000.0,1,500,2026-07-04
5762314922,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5768788492,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5322742805,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5768788442,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5581807731,Business Analyst,Bangalore,Mid,1950000.0,1,500,2026-07-04
5727088179,Business Analyst,Bangalore,Mid,,0,500,2026-07-04
5716167728,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5787621273,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5686850994,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5731959545,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5731959497,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5779827741,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5769826800,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5785772172,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5785772418,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5779496249,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5770257749,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5767597418,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
2730877157,Business Analyst,Bangalore,Senior,1275000.0,1,500,2026-07-04
5585713650,Business Analyst,Bangalore,Senior,1900000.0,1,500,2026-07-04
2109435646,Business Analyst,Bangalore,Unknown,1050000.0,1,500,2026-07-04
4382732271,Business Analyst,Bangalore,Senior,2150000.0,1,500,2026-07-04
5581807732,Business Analyst,Bangalore,Senior,1950000.0,1,500,2026-07-04
4992020472,Business Analyst,Bangalore,Senior,1300000.0,1,500,2026-07-04
5314053977,Business Analyst,Bangalore,Unknown,2250000.0,1,500,2026-07-04
5737105852,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5742844568,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5748522513,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5748522402,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5750950694,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5759286448,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5761946724,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5761948379,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5761947985,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5761955406,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5767424155,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5768788670,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5772432281,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5779644612,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5783689703,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5760977026,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5774396716,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5785772981,Business Analyst,Bangalore,Unknown,,0,500,2026-07-04
5784728822,Business Analyst,Bangalore,Senior,,0,500,2026-07-04
5760145931,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5753191968,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5727206444,Business Analyst,Chennai,Mid,,0,500,2026-07-04
4686706474,Business Analyst,Chennai,Junior,,0,328,2026-07-04
4801519596,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
2330850843,Business Analyst,Chennai,Senior,1300000.0,1,500,2026-07-04
5759289166,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5759289163,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5740848586,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5742644997,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5768785976,Data Analyst,Chennai,Unknown,,0,500,2026-07-04
5777053638,Business Analyst,Chennai,Junior,,0,500,2026-07-04
3798035874,Business Analyst,Chennai,Unknown,850000.0,1,500,2026-07-04
5759289151,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5758256569,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5742568323,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5556211936,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5686124032,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
2109435306,Business Analyst,Chennai,Senior,700000.0,1,360,2026-07-04
2304187880,Business Analyst,Chennai,Unknown,1000000.0,1,390,2026-07-04
5351600269,Business Analyst,Chennai,Unknown,1000000.0,1,500,2026-07-04
3949356907,Business Analyst,Chennai,Unknown,1950000.0,1,500,2026-07-04
5686848832,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
4801483871,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5728311865,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5742845632,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5726293929,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5695230436,Data Analyst,Chennai,Senior,,0,500,2026-07-04
5782884631,Business Analyst,Chennai,Senior,,0,500,2026-07-04
3502544183,Business Analyst,Chennai,Senior,900000.0,1,500,2026-07-04
4992909716,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5510095163,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5560671241,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5782884626,Business Analyst,Chennai,Senior,,0,500,2026-07-04
2843394639,Business Analyst,Chennai,Senior,1050000.0,1,500,2026-07-04
5731966493,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5474221246,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5474221264,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5504383543,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5504383501,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5636066614,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5714957395,Data Analyst,Chennai,Unknown,1950000.0,1,500,2026-07-04
4590722114,Business Analyst,Chennai,Senior,1250000.0,1,404,2026-07-04
5761949741,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
4801470308,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5784321746,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5712129653,Data Scientist,Chennai,Unknown,,0,500,2026-07-04
5335620537,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5335620833,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5749922856,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5779642800,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
1155088531,Business Analyst,Chennai,Senior,,0,500,2026-07-04
1187140436,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5731966498,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5762100506,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5775137524,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5742845559,Data Analyst,Chennai,Unknown,,0,500,2026-07-04
2162707534,Business Analyst,Chennai,Junior,650000.0,1,464,2026-07-04
5742845556,Data Analyst,Chennai,Unknown,,0,500,2026-07-04
5773089587,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5749922822,Business Analyst,Chennai,Mid,,0,500,2026-07-04
4801425912,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
4978959526,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5742845575,Data Analyst,Chennai,Unknown,,0,500,2026-07-04
5745815834,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5777263167,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5784691802,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5749922825,Business Analyst,Chennai,Junior,,0,500,2026-07-04
5710833270,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5781967106,Data Engineer,Chennai,Unknown,,0,500,2026-07-04
5770255370,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5753499590,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5742845648,Data Analyst,Chennai,Mid,,0,500,2026-07-04
5363463724,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5742845656,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5778919525,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5672577030,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5720069160,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5762888806,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5706836073,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5700752722,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5745884623,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5784358659,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5335620955,Data Analyst,Chennai,Unknown,,0,500,2026-07-04
5335620347,Data Analyst,Chennai,Unknown,,0,500,2026-07-04
5514031578,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5514031600,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5767597543,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5767597536,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5465850081,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5353405924,Business Analyst,Chennai,Senior,,0,500,2026-07-04
1155088915,Business Analyst,Chennai,Junior,600000.0,1,500,2026-07-04
5606374796,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5606413943,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5742646306,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5767255166,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
4686699837,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5606640824,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5606699682,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5606374811,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5678777519,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5706565550,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5781267848,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5739042325,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5771398721,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5335620835,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5778695095,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5782684123,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5759289425,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5763545062,Data Analyst,Chennai,Unknown,,0,500,2026-07-04
5152573643,Business Analyst,Chennai,Unknown,1500000.0,1,500,2026-07-04
5335620789,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5759291508,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
4464664520,Business Analyst,Chennai,Unknown,1550000.0,1,500,2026-07-04
5778440934,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
1768990405,Business Analyst,Chennai,Senior,1350000.0,1,500,2026-07-04
5726293661,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5759289226,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5784321349,Data Analyst,Chennai,Senior,,0,500,2026-07-04
3035278510,Business Analyst,Chennai,Senior,1250000.0,1,500,2026-07-04
4801600939,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5775536701,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5782686159,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5734751845,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5504383539,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5727277171,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5477968470,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5778430970,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5782884546,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5704063819,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5761955457,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5779644849,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5780505912,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5740848355,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5761955465,Business Analyst,Chennai,Mid,,0,500,2026-07-04
5453610338,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5453639058,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5777263769,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5504383515,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5757846077,Business Analyst,Chennai,Senior,1740000.0,1,500,2026-07-04
5762908054,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
2907258478,Data Engineer,Chennai,Senior,1250000.0,1,500,2026-07-04
5731966468,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5717388558,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5718270831,Business Analyst,Chennai,Senior,,0,500,2026-07-04
4801426365,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5727130640,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5782689292,Business Analyst,Chennai,Senior,,0,500,2026-07-04
4801449135,Business Analyst,Chennai,Unknown,,0,500,2026-07-04
5740848048,Business Analyst,Chennai,Senior,,0,500,2026-07-04
5728412938,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
4211079128,Business Analyst,Delhi NCR,Junior,300000.0,1,500,2026-07-04
2933962322,Business Analyst,Delhi NCR,Unknown,750000.0,1,500,2026-07-04
4686707327,Business Analyst,Delhi NCR,Mid,,0,500,2026-07-04
3512731427,Data Analyst,Delhi NCR,Unknown,1350000.0,1,500,2026-07-04
3175702619,Business Analyst,Delhi NCR,Unknown,650000.0,1,500,2026-07-04
5727134296,Data Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
4824921501,Business Analyst,Delhi NCR,Senior,1150000.0,1,500,2026-07-04
1171508841,Business Analyst,Delhi NCR,Senior,150000.0,1,500,2026-07-04
3775845739,Business Analyst,Delhi NCR,Unknown,350000.0,1,500,2026-07-04
5733428191,Data Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5732875284,Data Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5735751185,Business Analyst,Delhi NCR,Unknown,,0,439,2026-07-04
5727128227,Business Analyst,Delhi NCR,Mid,,0,500,2026-07-04
5731975961,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
4638749499,Business Analyst,Delhi NCR,Unknown,1500000.0,1,500,2026-07-04
5501834296,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5758256822,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5739308521,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
4801658753,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5761955232,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5767596134,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5169680389,Business Analyst,Delhi NCR,Senior,600000.0,1,500,2026-07-04
4514377019,Business Analyst,Delhi NCR,Senior,1250000.0,1,500,2026-07-04
5622234050,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5724790411,Business Analyst,Delhi NCR,Junior,,0,500,2026-07-04
2206431703,Business Analyst,Delhi NCR,Senior,1100000.0,1,500,2026-07-04
1155089724,Business Analyst,Delhi NCR,Unknown,400000.0,1,500,2026-07-04
4514376622,Data Analyst,Delhi NCR,Unknown,1100000.0,1,500,2026-07-04
1161627821,Data Scientist,Delhi NCR,Unknown,1200000.0,1,500,2026-07-04
3546813597,Business Analyst,Delhi NCR,Senior,3000000.0,1,500,2026-07-04
4686707182,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5665599664,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5756755796,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
1993882092,Data Analyst,Delhi NCR,Unknown,300000.0,1,500,2026-07-04
4819767869,Business Analyst,Delhi NCR,Senior,1500000.0,1,500,2026-07-04
4691733234,Business Analyst,Delhi NCR,Unknown,450000.0,1,500,2026-07-04
5727176181,Data Engineer,Delhi NCR,Mid,,0,500,2026-07-04
2706556210,Business Analyst,Delhi NCR,Unknown,1050000.0,1,500,2026-07-04
3166191409,Business Analyst,Delhi NCR,Senior,800000.0,1,500,2026-07-04
5726293902,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5785241744,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5773191550,Data Scientist,Delhi NCR,Senior,,0,500,2026-07-04
5784149653,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5743793110,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5726293528,Data Engineer,Delhi NCR,Senior,,0,500,2026-07-04
5759707865,Business Analyst,Delhi NCR,Unknown,400000.0,1,500,2026-07-04
5785245002,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
3187994430,Data Engineer,Delhi NCR,Senior,,0,500,2026-07-04
5767423533,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
3187994456,Data Scientist,Delhi NCR,Senior,,0,500,2026-07-04
3187994617,Data Scientist,Delhi NCR,Unknown,,0,500,2026-07-04
5666053766,Data Scientist,Delhi NCR,Unknown,,0,500,2026-07-04
5728386271,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
4476874099,Business Analyst,Delhi NCR,Senior,1800000.0,1,500,2026-07-04
5674879063,Data Scientist,Delhi NCR,Unknown,,0,500,2026-07-04
5714257908,Data Scientist,Delhi NCR,Senior,,0,500,2026-07-04
5782885701,Data Scientist,Delhi NCR,Senior,,0,500,2026-07-04
5784972977,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5755110284,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
3032214035,Data Scientist,Delhi NCR,Unknown,4750000.0,1,500,2026-07-04
5782885932,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
4801396385,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
4801596300,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
4514376189,Data Analyst,Delhi NCR,Unknown,1050000.0,1,500,2026-07-04
5767131856,Data Engineer,Delhi NCR,Unknown,,0,500,2026-07-04
2042125364,Data Scientist,Delhi NCR,Unknown,1350000.0,1,500,2026-07-04
5763918726,Business Analyst,Delhi NCR,Mid,,0,500,2026-07-04
5753748871,Data Engineer,Delhi NCR,Senior,,0,500,2026-07-04
5762806538,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
2042125192,Business Analyst,Delhi NCR,Unknown,850000.0,1,500,2026-07-04
5476310343,Data Scientist,Delhi NCR,Unknown,4250000.0,1,500,2026-07-04
5585713660,Business Analyst,Delhi NCR,Senior,3550000.0,1,500,2026-07-04
5731715335,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5782685663,Data Engineer,Delhi NCR,Senior,,0,500,2026-07-04
2933962357,Business Analyst,Delhi NCR,Unknown,625000.0,1,500,2026-07-04
2933962340,Business Analyst,Delhi NCR,Unknown,850000.0,1,500,2026-07-04
5785771308,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5738409557,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
1171506747,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5728332881,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
4686706662,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5759283814,Business Analyst,Delhi NCR,Junior,,0,329,2026-07-04
5329709616,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5759283337,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5759289107,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
4686706745,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
5552207046,Business Analyst,Delhi NCR,Senior,,0,500,2026-07-04
5761949719,Business Analyst,Delhi NCR,Mid,,0,500,2026-07-04
5757694619,Business Analyst,Delhi NCR,Unknown,,0,500,2026-07-04
